Date,VIX,GSPC,DJI,MERV,BVSP,GSPTSE,MXX,AORD,SSEC,HSI,BSESN,JKSE,KLSE,N225,NZ50,STI,KS11,TWII,ATX,FCHI,GDAXI,OSEAX,OMXSPI,SSMI,FTSE,GD.AT,TA100,DJT,DJU,DJA,NYA,IXIC,NDX,NBI,OEX,MID,SML,XAX,NWX,XMI,PSE,RUI,RUT,RUA,DWC,TYX,TNX,FVX,IRX,XAU,BFX
2013-09-24,14.08,1697.420044,15334.58984,4815.580078,54431,12848.90039,41209.94922,5229.5,2207.531006,23179.03906,19920.21094,4460.413086,1792.47998,14732.61035,4710.589844,3211.75,2007.099976,8299.096373,2512.199951,4195.609863,8664.599609,558.530029,405.899994,8047,6571.5,1016.11,1135.819946,6655.120117,490.059998,5234.890137,9715.209961,3768.25,3218.659912,2170.790039,756.880005,1241.47998,606.950012,2368.350098,299.420013,1673.949951,1582.709961,946.940002,1074.680054,1018.969971,,3.672,2.653,1.418,0.015,93.720001,2824.070068
2013-09-25,14.01,1692.77002,15273.25977,4798.450195,54261,12836.7002,41724.03125,5270.100098,2198.514893,23209.63086,19856.24023,4406.76709,1784.060059,14620.53027,4764.720215,3208.580078,1998.060059,8283.87669,2525.73999,4195.350098,8665.629883,559.849976,401.48999,8055.200195,6551.5,1020.04,1135.819946,6611.330078,486.459991,5207.410156,9698.950195,3761.100098,3208.550049,2157.629883,754.330017,1242.52002,605.869995,2369.469971,301.859985,1670.280029,1579.910034,944.859985,1073.51001,1016.830017,,3.648,2.614,1.381,0.015,95.279999,2822.449951
2013-09-26,14.06,1698.670044,15328.29981,4838.540039,53783,12841.59961,41327.57813,5288.200195,2155.809082,23125.0293,19893.84961,4405.893066,1774.160034,14799.12012,4765.470215,3194.310059,2007.319946,8184.656759,2531.550049,4186.720215,8664.099609,559.809998,403.279999,8061.399902,6565.600098,1028.58,1135.819946,6637.509766,485.369995,5222.060059,9726.259766,3787.429932,3234.040039,2195.350098,756.659973,1248.910034,609.150024,2385.75,301.720001,1675.209961,1585.790039,948.47998,1078.410034,1020.780029,,3.69,2.643,1.43,0.003,93.769997,2827.040039
2013-09-27,15.46,1691.75,15258.24023,4730.140137,53739,12844.09961,40903.64844,5302.299805,2160.0271,23207.03906,19727.26953,4423.719238,1776.160034,14760.07031,4782.680176,3210.179932,2011.800049,8230.656139,2548.719971,4186.77002,8661.509766,558.280029,401.670013,8055,6512.700195,1030.95,1135.819946,6597.589844,482.190002,5194.47998,9684.169922,3781.590088,3230.300049,2201.669922,753.51001,1244.180054,606.609985,2382.159912,299.049988,1664.359985,1578.5,944.780029,1074.189941,1016.799988,,3.681,2.619,1.396,0.005,93.739998,2818.169922
2013-09-30,16.6,1681.550049,15129.66992,4783.77002,52338,12787.2002,40185.23047,5217.700195,2174.665039,22859.85938,19379.76953,4316.175781,1768.619995,14455.79981,,3167.870117,1996.959961,8173.846732,2528.449951,4143.439941,8594.400391,551.859985,398.529999,8022.600098,6462.200195,1014.06,1142.51001,6582.430176,482.290009,5166.609863,9621.240234,3771.47998,3218.199951,2188.919922,748.119995,1243.849976,607.76001,2363.290039,297.850006,1649.910034,1570.449951,939.5,1073.790039,1011.549988,,3.686,2.615,1.388,0.005,93.419998,2802.27002
2013-10-01,15.54,1695,15191.7002,4906.52002,53179,12847.40039,41335.26953,5206.299805,,,19517.15039,4345.898926,1769.030029,14484.71973,4743.870117,3181.5,1998.869995,8186.996596,2550.429932,4196.600098,8689.139648,552.5,401.029999,8059,6460,1021.8,1150.469971,6672.240234,484.160004,5201.779785,9693.269531,3817.97998,3253.050049,2232.52002,753.799988,1262.369995,615.340027,2348.76001,301.630005,1656.359985,1584.619995,947.76001,1087.430054,1020.76001,,3.721,2.646,1.422,0.013,91.360001,2829.379883
2013-10-02,16.6,1693.869995,15133.13965,4869.799805,53100,12839,41300.66016,5214.899902,,22984.48047,,4387.604004,1770.349976,14170.49023,4768.870117,3152.580078,1999.469971,8216.496024,2541.949951,4158.160156,8629.419922,553.710022,398.640015,7964.399902,6437.5,1011.67,1148.530029,6643.890137,484.799988,5185.220215,9689.290039,3815.02002,3253.26001,2224.429932,753.130005,1258.390015,611.299988,2339.76001,303.679993,1651.430054,1583.300049,947,1082.550049,1019.640015,,3.71,2.626,1.39,0.01,91.769997,2819.669922
2013-10-03,17.67,1678.660034,14996.48047,4866.549805,52490,12735.09961,40841.12891,5232,,23214.40039,19902.07031,4418.643066,1771.369995,14157.25,4770.220215,3144.790039,,8358.995616,2541.560059,4127.97998,8597.910156,557.289978,397.630005,7942.5,6449,1033.25,1136.910034,6574.25,478.910004,5133.740234,9619.19043,3774.340088,3213.830078,2191.330078,746.570007,1247.910034,604.51001,2328.439941,300.709991,1636.130005,1564.829956,938.469971,1070.900024,1010.299988,,3.707,2.606,1.364,0.02,90.550003,2796.370117
2013-10-04,16.74,1690.5,15072.58008,4855.470215,52849,12758.7002,40909.53906,5205.899902,,23138.53906,19915.94922,4389.347168,1776.560059,14024.30957,4759.379883,3138.080078,1996.97998,8364.525874,2527.939941,4164.25,8622.969727,556.409973,396.230011,7943.700195,6453.899902,1067.87,1136.910034,6609.75,480,5158.100098,9675.709961,3807.75,3242.570068,2219.22998,750.809998,1255.439941,608.280029,2329.47998,307.570007,1646.609985,1581.719971,945.25,1078.25,1017.570007,,3.732,2.652,1.409,0.018,90.360001,2812.580078
2013-10-07,19.41,1676.119995,14936.24023,4923.959961,52417,12788.29981,40451.16016,5160.600098,,22973.94922,19895.09961,4374.958984,1776.819946,13853.32031,4756.040039,3136.590088,1994.420044,8333.636313,2501.679932,4165.580078,8591.580078,553,394.529999,7887.899902,6437.299805,1094.45,1154.530029,6537.709961,477.940002,5112.399902,9597.540039,3770.379883,3215.689941,2171.939941,744.820007,1242.199951,601.590027,2329.679932,305.089996,1632.319946,1567.75,936.97998,1065.790039,1008.440002,,3.702,2.634,1.406,0.018,91.790001,2807.800049
2013-10-08,20.34,1655.449951,14776.53027,4925.689941,52312,12692.40039,39916.83984,5148.100098,2198.198975,23178.84961,19983.60938,4432.506836,1777.5,13894.61035,4738.680176,3146.5,2002.76001,8375.626428,2477.360107,4133.529785,8555.889648,547.869995,392.660004,7828.200195,6365.799805,1110.45,1158.73999,6446.75,480.890015,5066.129883,9483.160156,3694.830078,3153.870117,2077.850098,736.27002,1225.800049,593.299988,2309.850098,297.390015,1618.160034,1536.76001,924.559998,1047.26001,994.72998,,3.695,2.636,1.421,0.045,88.940002,2789.610107
2013-10-09,19.6,1656.400024,14802.98047,4946.419922,52548,12730.29981,39866.17188,5151.600098,2211.769043,23033.9707,20249.25977,4457.437988,1769.119995,14037.83984,4710.629883,3154.840088,,8344.706594,2463.570068,4127.049805,8516.69043,547.070007,390.529999,7755.299805,6337.899902,1111.71,1160.310059,6459.509766,483.160004,5077.77002,9497.019531,3677.780029,3142.540039,2028.180054,737.289978,1222.859985,592.640015,2295.610107,293.959991,1620.969971,1534.650024,924.380005,1043.459961,994.26001,,3.724,2.65,1.413,0.037,88.790001,2788.98999
2013-10-10,16.48,1692.560059,15126.07031,5165.459961,52997,12894.40039,40489.94922,5146.200195,2190.928955,22951.30078,20272.91016,4486.678223,1775.920044,14194.70996,4717.379883,3169.909912,2001.400024,,2514.120117,4218.109863,8685.769531,555.080017,397.899994,7851.100098,6430.5,1124.28,1167.640015,6611.109863,489.720001,5184.490234,9693.969727,3760.75,3210.840088,2105.379883,753.02002,1250.050049,606.77002,2336.399902,299.619995,1653.410034,1566.709961,944.690002,1069.5,1016.340027,,3.742,2.685,1.434,0.04,88.529999,2843.23999
2013-10-11,15.72,1703.199951,15237.11035,5241.879883,53150,12892.09961,40975.37109,5228.799805,2228.145996,23218.32031,20528.58984,4519.912109,1785.75,14404.74023,4740.77002,3179.709961,2024.900024,8349.346229,2511.77002,4219.97998,8724.830078,555.669983,399.76001,7936.100098,6487.200195,1109.2,1167.349976,6648.410156,491.679993,5217.359863,9761.759766,3791.870117,3233.830078,2099.52002,757.72998,1261.199951,615.47998,2340.310059,301.75,1663.680054,1578.530029,950.849976,1084.310059,1023.570007,,3.735,2.682,1.413,0.063,86.75,2830.659912
2013-10-14,16.07,1710.140015,15301.25977,,54171,,40882.08984,5206.5,2237.772949,,20607.53906,,1784.76001,14404.74023,4734.169922,3165.25,2020.27002,8273.936289,2519.51001,4222.959961,8723.80957,557.469971,397.519989,7928.5,6507.700195,1119.36,1167.329956,6653.649902,489.029999,5226.490234,9797.179688,3815.280029,3256.02002,2115.629883,761.23999,1266.109985,618.950012,2348.22998,303.920013,1671.609985,1588.52002,954.690002,1090.300049,1027.839966,,3.745,2.691,1.419,0.058,87.309998,2832.570068
2013-10-15,18.66,1698.060059,15168.00977,5285.279785,54981,12931.5,40218.32031,5259.200195,2233.412109,23336.51953,20547.61914,,,14441.54004,4747.930176,,2040.959961,8367.855942,2547.669922,4256.02002,8804.44043,563.559998,399.950012,7984.399902,6549.100098,1119.99,1171.25,6643.180176,482.570007,5188.100098,9726.620117,3794.01001,3244.659912,2096.649902,756.369995,1253.439941,613.289978,2335.590088,298.059998,1658.27002,1566.930054,947.969971,1079.619995,1020.369995,,3.777,2.72,1.431,0.092,89.400002,2873.800049
2013-10-16,14.71,1721.540039,15373.83008,5256.790039,55973,12957.2002,40355.26953,5264.399902,2193.073975,23228.33008,,4492.26123,1791.369995,14467.13965,4758.77002,3174.030029,2034.609985,8332.155849,2546.060059,4243.720215,8846,563.210022,400.029999,7981.899902,6571.600098,1125.02,1175.609985,6736.870117,487.600006,5256.819824,9845,3839.429932,3281.669922,2158.899902,766.599976,1269.170044,619.440002,2352.189941,300.619995,1678.859985,1584.349976,961.099976,1092.420044,1034.329956,,3.724,2.671,1.395,0.092,88.220001,2893.070068
2013-10-17,13.48,1733.150024,15371.65039,5386.169922,55358,13036.40039,40199.46875,5281.899902,2188.541992,23094.88086,20415.50977,4518.930176,1797.420044,14586.50977,4776,3186.620117,2040.609985,8374.655727,2547.75,4239.640137,8811.980469,564.869995,400.130005,8032.399902,6576.200195,1138.9,1170.390015,6747.609863,494.609985,5270.240234,9934.839844,3863.149902,3301.280029,2178.540039,770.460022,1279.630005,625.130005,2410.040039,299.790009,1680.390015,1591.859985,967.960022,1102.27002,1041.869995,,3.657,2.587,1.324,0.037,92.669998,2880.310059
2013-10-18,13.04,1744.5,15399.65039,5465.850098,55378,13136.09961,40412.69141,5321,2193.780029,23340.09961,20882.89063,4546.570801,1799.589966,14561.54004,4758.589844,3192.899902,2052.399902,8441.166279,2572.860107,4286.029785,8865.099609,570.369995,405.579987,8084.700195,6622.600098,1166,,6830.450195,496.049988,5296.640137,9984.629883,3914.280029,3353.879883,2158.429932,776.210022,1290.589966,632.73999,2413.550049,302.519989,1681.130005,1600.829956,974.359985,1114.77002,1049.160034,,3.654,2.589,1.337,0.025,92.169998,2895.120117
2013-10-21,13.16,1744.660034,15392.2002,5662.259766,56077,13186.5,40345.78125,5351.5,2229.237061,23438.15039,20893.89063,4578.178223,1802.609985,14693.57031,4802.560059,3195.76001,2053.01001,8419.296225,2574.179932,4276.919922,8867.219727,575.969971,408.100006,8124.100098,6654.200195,1196.84,1177.939941,6857.5,495.450012,5300.330078,9982.679688,3920.050049,3361.179932,2127.090088,776.330017,1290.459961,631.929993,2423.219971,304.519989,1677.719971,1601.619995,974.369995,1112.47998,1048.98999,,3.681,2.609,1.357,0.025,93.959999,2903.370117
2013-10-22,13.33,1754.670044,15467.66016,5616.310059,56460,13248.09961,40813.48047,5371.200195,2210.6521,23315.99023,20864.9707,4512.743164,1803.579956,14713.25,4831.790039,3210.209961,2056.120117,8418.245446,2565.780029,4295.430176,8947.459961,579.640015,410.609985,8214.799805,6695.700195,1202.27,1182.410034,6913.560059,502.459991,5338.830078,10056.58984,3929.570068,3366.929932,2174.370117,780.320007,1297.540039,633.880005,2453.389893,302.369995,1691.47998,1611.5,979.789978,1115.630005,1054.599976,,3.609,2.512,1.283,0.033,97.919998,2908.919922
2013-10-23,13.42,1746.380005,15413.33008,5363.470215,55440,13243.29981,40552.58984,5356.799805,2183.106934,22999.94922,20767.88086,4546.499023,1814.109985,14426.04981,4876.399902,3204.800049,2035.75,8393.596103,2551.939941,4260.660156,8919.860352,578.109985,408.480011,8214.599609,6674.5,1156.36,1167.469971,6961.220215,502.179993,5338.720215,9990.330078,3907.070068,3346.050049,2184.22998,777.080017,1289.060059,632.080017,2436.48999,295.029999,1692.430054,1599.560059,974.900024,1110.930054,1049.400024,,3.582,2.485,1.273,0.03,95.349998,2896.47998
2013-10-24,13.2,1752.069946,15509.20996,5641.569824,54877,13324.79981,40246.73047,5373.700195,2164.322021,22835.82031,20725.42969,4594.845215,1818.930054,14486.41016,4834.939941,3217.949951,2046.689941,8413.695655,2550.379883,4275.689941,8980.629883,583.26001,410.720001,8233.200195,6713.200195,1174.41,1164.810059,7022.790039,501.459991,5369.790039,10029.19043,3928.959961,3362.379883,2208.780029,779.950012,1291.329956,636.280029,2444.199951,289.470001,1698.949951,1601.75,978.330017,1118.849976,1053.400024,,3.613,2.522,1.304,0.03,99.040001,2905.879883
2013-10-25,13.09,1759.77002,15570.28027,5526.290039,54154,13399.40039,40671.60938,5385.700195,2132.955078,22698.33984,20683.51953,4580.846191,1817.569946,14088.19043,4863.350098,3205.23999,2034.390015,8346.596237,2541.370117,4272.310059,8985.740234,588.789978,408.5,8249.299805,6721.299805,1190.52,,7009.049805,506.570007,5386.720215,10053.86035,3943.360107,3383.830078,2210.389893,783.330017,1295.099976,636.47998,2456.620117,285.640015,1704.699951,1606.23999,982.289978,1118.339966,1057.280029,,3.593,2.503,1.278,0.03,99.720001,2885.77002
2013-10-28,13.31,1762.109985,15568.92969,5470.709961,55073,13371.79981,41125.01953,5437.299805,2133.868896,22806.58008,20570.2793,4590.538086,1818.390015,14396.04004,,3207.850098,2048.139893,8407.806023,2537.800049,4251.609863,8978.650391,584.98999,407.299988,8291.099609,6725.799805,1190.52,1164.140015,7036.040039,504.859985,5389.75,10053.86035,3940.129883,3382.679932,2208.560059,785.27002,1294.099976,636.950012,2466.51001,284.320007,1706.819946,1610.969971,983.030029,1117.969971,1057.98999,,3.602,2.512,1.28,0.02,100.230003,2879.189941
2013-10-29,13.41,1771.949951,15680.34961,5218.359863,54539,13440.59961,41284.37891,5410.700195,2128.864014,22846.53906,20929.00977,4562.77002,1815.650024,14325.98047,4852.589844,3208.820068,2051.76001,8420.956376,2566.709961,4278.089844,9022.040039,588.640015,407.619995,8237,6774.700195,1165.98,1166.680054,7051.799805,505.850006,5416.25,10108.42969,3952.340088,3391.75,2211.110107,789.609985,1299.790039,639.700012,2464.709961,287.730011,1718.630005,1622.5,988.150024,1121.069946,1063.359985,,3.622,2.507,1.266,0.04,97.699997,2903.830078
2013-10-30,13.65,1763.310059,15618.75977,5226.529785,54173,13455.29981,41050.08984,5425.399902,2160.462891,23304.01953,21033.9707,4574.87793,1817.380005,14502.34961,4868.080078,3230.439941,2059.580078,8465.035352,2611.27002,4274.109863,9010.269531,586.109985,407.600006,8228.400391,6777.700195,1173.3,1158.130005,7008.560059,502.720001,5389.609863,10054.37988,3930.620117,3385.379883,2166.929932,786.859985,1290.880005,632.330017,2445,285.549988,1710.849976,1613.160034,983.030029,1105.5,1057.02002,,3.632,2.527,1.308,0.035,99.150002,2882.350098
2013-10-31,13.75,1756.540039,15545.75,5165.089844,54256,13361.29981,41038.64844,5420.299805,2141.614014,23206.36914,21164.51953,4510.630859,1806.849976,14327.94043,4909.72998,3210.669922,2030.089966,8450.035394,2602.919922,4299.890137,9033.919922,582.73999,405.690002,8234.299805,6731.399902,1188.17,1160.439941,6975.180176,499.869995,5363.459961,10009.63965,3919.709961,3377.72998,2143.929932,783.390015,1289.180054,629.27002,2444.22998,290.380005,1708.670044,1604,979.679993,1100.150024,1053.300049,,3.631,2.542,1.315,0.033,95.07,2904.350098
2013-11-01,13.28,1761.640015,15615.54981,5094.669922,54013,13337.5,41079.60938,5406.5,2149.562012,23249.78906,21196.81055,4432.588867,1810.410034,14201.57031,4913.830078,3201.199951,2039.420044,8388.155689,,4273.189941,9007.830078,585.26001,404.420013,8221.799805,6734.700195,1177.7,,7047.77002,504.649994,5400.97998,10018.15039,3922.040039,3379.76001,2154.320068,785.609985,1290.709961,626.679993,2428.830078,289.279999,1715.930054,1606.469971,982.359985,1095.670044,1055.609985,,3.696,2.62,1.373,0.033,92.040001,2888.679932
2013-11-04,12.93,1767.930054,15639.12012,5223.410156,54437,13361.79981,41013.71875,5384.200195,2149.634033,23189.61914,,4423.288086,1807.469971,,4910.680176,3203.939941,2025.170044,8354.115747,2656.659912,4288.589844,9037.230469,587.219971,405.380005,8185.700195,6763.600098,1162.77,1174.76001,7129.189941,505.549988,5425.310059,10064.11035,3936.590088,3384.75,2148.370117,787.619995,1299.930054,634.690002,2429.51001,290.01001,1718.380005,1609.079956,986.130005,1108.280029,1060.300049,,3.691,2.602,1.351,0.033,94.349998,2903.189941
2013-11-05,13.27,1762.969971,15618.21973,5505.470215,53832,13361.7002,40304.44922,5425.700195,2157.23999,23038.94922,20974.78906,,,14225.37012,4938.700195,3205.540039,2013.930054,8262.176557,2642.669922,4253.339844,9009.110352,585,403.779999,8149.299805,6746.799805,1138.35,1172.27002,7091.22998,501.75,5406.569824,10011.91016,3939.860107,3388.820068,2164.810059,785.690002,1290.810059,632.880005,2435.02002,292.5,1716.839966,1606.089966,983.340027,1103.589966,1057.189941,,3.758,2.662,1.38,0.045,93.279999,2895.73999
2013-11-06,12.68,1770.48999,15746.87988,,53385,13380.40039,40280.08984,5426,2139.606934,23036.93945,20894.93945,4449.759766,1803.050049,14337.30957,4944.569824,3205.290039,2013.670044,8281.946032,2665.659912,4286.930176,9040.870117,593.580017,406.959991,8224.599609,6741.700195,1156.57,1179.209961,7040.680176,508.279999,5430.450195,10059.49023,3931.949951,3385.379883,2100.48999,790.27002,1290.52002,632.47998,2443.379883,294.940002,1731.859985,1610.869995,986.640015,1098.630005,1060.060059,,3.769,2.64,1.335,0.045,94.330002,2932.459961
2013-11-07,13.91,1747.150024,15593.98047,5304.120117,52741,13294.2002,40009.89844,5415.399902,2129.399902,22881.0293,20822.76953,4486.108887,1806.609985,14228.44043,4922.689941,3202.100098,2004.040039,8283.686261,2659.909912,4280.990234,9081.030273,590.609985,407.700012,8229.700195,6697.200195,1171.06,1185.839966,6940.830078,503.559998,5370.959961,9924.370117,3857.330078,3321.409912,2065.449951,780.700012,1267.709961,621.890015,2403.25,289.25,1718.130005,1588.76001,972.820007,1079.089966,1044.900024,,3.726,2.613,1.313,0.048,91.739998,2912.23999
2013-11-08,12.9,1770.609985,15761.78027,5294.180176,52249,13378.29981,39864.16016,5394.399902,2106.126953,22744.39063,20666.15039,4476.720215,1804.47998,14086.79981,4951.359863,3177.25,1984.869995,8229.566299,2633.860107,4260.439941,9078.280273,588.950012,407.089996,8240.900391,6708.399902,1169.04,,7017.339844,502.459991,5418.529785,10032.13965,3919.22998,3366.840088,2133.649902,791.030029,1285.859985,632.840027,2422.97998,297.040009,1737.76001,1611.030029,985.640015,1099.969971,1059.180054,,3.842,2.746,1.417,0.052,92.489998,2895.570068
2013-11-11,12.53,1771.890015,15783.09961,5401.450195,52624,13358.40039,39686.82813,5380.799805,2109.470947,23069.84961,20490.96094,4441.724121,1804.209961,14269.83984,4922.169922,3186.719971,1977.300049,8182.536648,2646.969971,4290.140137,9107.860352,593.169983,409,8280.200195,6728.399902,1165.99,1190.650024,7049.620117,502.040009,5429.220215,10042.94043,3919.790039,3362.97998,2149.679932,791.27002,1291.369995,633.179993,2421.590088,297.570007,1741.140015,1618.150024,986.640015,1101.5,1060.290039,,3.848,2.751,1.415,0.052,92.730003,2914.689941
2013-11-12,12.82,1767.689941,15750.66992,5272.220215,51804,13326,39594.64063,5386.799805,2126.771973,22901.41016,20281.91016,4380.640137,1794.800049,14588.67969,4915.669922,3180.25,1995.47998,8195.236319,2636.570068,4263.779785,9076.480469,587.390015,407.01001,8261.299805,6726.799805,1129.86,1188.22998,7098.27002,498.179993,5427.680176,10009.82031,3919.919922,3365.22998,2154.429932,789.450012,1289.040039,633.450012,2400.72998,300.519989,1738.280029,1622.060059,984.530029,1101.469971,1058.199951,,3.855,2.768,1.45,0.058,90.839996,2897.52002
2013-11-13,12.52,1782,15821.62988,5244.109863,52230,13370.7002,39765.92188,5317.5,2087.940918,22463.83008,20194.40039,4301.891113,1782.48999,14567.16016,4918.660156,3166.73999,1963.560059,8104.236579,2617.97998,4239.939941,9054.830078,585.789978,404.910004,8234.700195,6630,1132.02,1185.069946,7141.839844,499.380005,5453.040039,10079.88965,3965.580078,3405.560059,2170.469971,795.599976,1302.060059,638.630005,2416.310059,302.929993,1744.22998,1634.310059,992.929993,1112.180054,1067.329956,,3.829,2.725,1.397,0.07,91.459999,2878.939941
2013-11-14,12.37,1790.619995,15876.21973,5467.649902,53452,13431.40039,40306.69922,5352,2100.506104,22649.15039,20399.41992,4367.371094,1784.199951,14876.41016,4927.180176,3191.080078,1967.560059,8134.886882,2607.810059,4283.910156,9149.660156,590.52002,408.279999,8305,6666.100098,1143.62,1192.099976,7161.310059,503.76001,5475.02002,10130.50977,3972.73999,3415.139893,2187.590088,798.690002,1307.72998,638.76001,2426.52002,295.899994,1750.130005,1633.390015,997.650024,1111.439941,1071.939941,,3.8,2.702,1.337,0.068,93.730003,2896.689941
2013-11-15,12.19,1798.180054,15961.7002,5572.330078,,13482.59961,41034.10938,5396.200195,2135.826904,23032.15039,,4335.448242,1789.869995,15165.91992,4914.080078,3201.27002,2005.640015,8177.096722,2616.47998,4292.22998,9168.69043,595.039978,410.600006,8327.299805,6693.399902,1133.46,,7211.040039,506.910004,5507.740234,10189.79981,3985.969971,3422.580078,2216.23999,802.099976,1311.77002,640.919983,2435.370117,299.019989,1758.959961,1645.439941,1001.900024,1116.199951,1076.5,,3.801,2.709,1.35,0.07,92.610001,2877.669922
2013-11-18,13.1,1791.530029,15976.01953,5552.169922,54307,13458.09961,,5377.899902,2197.218994,23660.06055,20850.74023,4393.591797,1792.390015,15164.29981,4892.040039,3203.030029,2010.810059,8191.436525,2632.97998,4320.680176,9225.429688,596.26001,413.25,8351.400391,6723.5,1141.33,1204.680054,7186.529785,506.839996,5504.830078,10167.15039,3949.070068,3388.870117,2183.939941,800.150024,1302.199951,638.130005,2427.879883,294.799988,1762.27002,1635.910034,997.219971,1107.290039,1071.189941,,3.766,2.678,1.32,0.065,90.720001,2875.219971
2013-11-19,13.42,1787.869995,15967.03027,5188.279785,53033,13442.79981,40643.25,5347.799805,2193.125,23657.81055,20890.82031,4398.335938,1807.160034,15126.55957,4862.509766,3192.080078,2031.640015,8260.186328,2621.469971,4272.290039,9193.290039,594.73999,411.829987,8300.099609,6698,1145.09,1204.560059,7115.009766,502.579987,5480.049805,10135.61035,3931.550049,3378.129883,2188.699951,799.340027,1292.869995,635.219971,2417.149902,292.820007,1763.150024,1627.819946,994.51001,1101.380005,1068.060059,,3.804,2.712,1.358,0.08,90.75,2859.560059
2013-11-20,13.4,1781.369995,15900.82031,5362,,13430,40795.55859,5304.600098,2206.613037,23700.85938,20635.13086,4350.786133,1798.689941,15076.08008,4840.359863,3184.22998,2017.23999,8204.436488,2607.340088,4268.370117,9202.070312,591.809998,410.339996,8281.200195,6681.100098,1136.65,1213.26001,7094.720215,495.549988,5451.330078,10096.44043,3921.27002,3367.169922,2205.02002,796.080017,1290.150024,634.070007,2398.449951,293.589996,1754.699951,1625.280029,990.919983,1099.790039,1064.390015,,3.905,2.792,1.36,0.077,88.080002,2852.949951
2013-11-21,12.66,1795.849976,16009.99023,5395.069824,52688,13475.29981,40998.37109,5284.299805,2205.766113,23580.28906,20229.05078,4326.205078,1794.650024,15365.59961,4818.370117,3172.379883,1993.780029,8099.427023,2629.51001,4253.899902,9196.080078,587.890015,409.019989,8268.700195,6681.299805,1141.83,1212.959961,7173.359863,495.869995,5490.490234,10162.40039,3969.159912,3402.73999,2238.050049,801.820007,1306.150024,645.419983,2387.459961,298.480011,1764.449951,1642.52002,999.400024,1119.619995,1074.300049,,3.883,2.784,1.363,0.07,87.120003,2846.679932
2013-11-22,12.26,1804.76001,16064.76953,5529.540039,52801,13478.29981,41199.01953,5330.299805,2196.37793,23696.2793,20217.39063,4317.959961,1794.52002,15381.71973,4818,3172.850098,2006.22998,8116.756563,2635.320068,4278.529785,9219.040039,589.75,411.209991,8250.400391,6674.299805,1168.9,,7199.370117,495.309998,5505.919922,10205.71973,3991.649902,3422.02002,2304.929932,804.950012,1308.810059,648.080017,2389.699951,300.48999,1770.48999,1659.449951,1004.299988,1124.920044,1079.550049,,3.838,2.752,1.353,0.065,86.370003,2840.659912
2013-11-25,12.79,1802.47998,16072.54004,,52264,13472.2002,40948.35938,5346.100098,2186.11499,23684.44922,20605.08008,4334.803223,1797.969971,15619.12988,4813.879883,3180.649902,2015.97998,8187.486341,2647.370117,4301.970215,9299.950195,589.150024,413.540009,8304.099609,6694.600098,1197.79,1217.060059,7217.859863,493.880005,5509.25,10176.2002,3994.570068,3427.48999,2325.439941,804.219971,1305.780029,647.450012,2378.719971,297.100006,1767.130005,1656.949951,1002.77002,1124.719971,1078.02002,,3.836,2.741,1.342,0.06,86.120003,2859.590088
2013-11-26,12.81,1802.75,16072.79981,5696.209961,51447,13349.79981,41002.67969,5350.600098,2183.072998,23681.2793,20425.01953,4235.26123,1798.130005,15515.24023,4790.75,3173.51001,2022.640015,8247.995933,2646.050049,4277.569824,9290.070312,587.359985,413.959991,8238.900391,6636.200195,1151.66,1213.300049,7213.109863,489.220001,5500.629883,10167.88965,4017.75,3445.76001,2326.820068,804.119995,1306.400024,652.619995,2371.800049,298.899994,1764.439941,1657.219971,1003.26001,1134.530029,1079.26001,,3.785,2.696,1.302,0.068,84.25,2855.649902
2013-11-27,12.98,1807.22998,16097.33008,5601.169922,51861,13362.09961,41872.58984,5324.899902,2201.070068,23806.34961,20420.25977,4251.48877,1798.459961,15449.62988,4799.350098,3172.060059,2028.810059,8295.856148,2656.620117,4293.060059,9351.129883,590.969971,415.549988,8245.700195,6649.5,1175.82,1216.060059,7255,487.160004,5511.410156,10182.99023,4044.75,3470.47998,2333.110107,806.219971,1308.709961,656.340027,2371.459961,301.269989,1769.469971,1663.859985,1005.820007,1141.329956,1082.319946,,3.812,2.736,1.362,0.063,84.739998,2869.830078
2013-11-28,,,,5734.200195,51847,13370.79981,42160.42188,5326.600098,2219.37207,23789.08984,20534.91016,4233.924805,1807.599976,15727.12012,4809.459961,3186.370117,2045.77002,8362.405762,2652.649902,4302.419922,9387.370117,593.320007,416.98999,8257.599609,6654.5,1180.77,1218.430054,,,,,,,,,,,,,,,,,,,,,,,,2866.610107
2013-11-29,13.7,1805.810059,16086.41016,5718.680176,52482,13395.40039,42499.12891,5314.299805,2220.503906,23881.28906,20791.92969,4256.436035,1812.719971,15661.87012,4794.950195,3176.350098,2044.869995,8406.806026,2645.669922,4295.209961,9405.299805,592.469971,415.089996,8264.200195,6650.600098,1195.68,,7235.689941,487.130005,5504.910156,10183.23047,4059.889893,3487.820068,2340,806.359985,1304.180054,656.849976,2387.149902,302.75,1768.98999,1663.160034,1004.969971,1142.890015,1081.589966,,3.808,2.741,1.367,0.055,86.459999,2870.889893
